user_id,recency,frequency,monetary,r_score,f_score,m_score,segment
35733,25.801109328866,4,5298.04,2,2,2,At Risk
13029,25.801109328866,4,5456.02,2,2,2,At Risk
14525,25.801109328866,4,5456.11,2,2,2,At Risk
36057,25.801109328866,4,5661.76,2,2,2,At Risk
11426,25.801109328866,4,6429.2,2,2,2,At Risk
31437,25.801109328866,4,6546.72,2,2,2,At Risk
22975,25.801109328866,4,6567.67,2,2,2,At Risk
26999,25.801109328866,5,2635.89,2,2,1,At Risk
19011,25.801109328866,5,2819.81,2,2,1,At Risk
3352,25.801109328866,5,3127.08,2,2,1,At Risk
17891,25.801109328866,5,3172.74,2,2,1,At Risk
40834,25.801109328866,5,3341.52,2,2,1,At Risk
21904,25.801109328866,5,3680.82,2,2,2,At Risk
5118,25.801109328866,5,3710.92,2,2,2,At Risk
37125,25.801109328866,5,3726.71,2,2,2,At Risk
33727,25.801109328866,5,3800.49,2,2,2,At Risk
29316,25.801109328866,5,4038.13,2,2,2,At Risk
13234,25.801109328866,5,4045.84,2,2,2,At Risk
29036,25.801109328866,5,4054.17,2,2,2,At Risk
38326,25.801109328866,5,4101.03,2,2,2,At Risk
24832,25.801109328866,5,4159.24,2,2,2,At Risk
49242,25.801109328866,5,4249.32,2,2,2,At Risk
5963,25.801109328866,5,4261.71,2,2,2,At Risk
44358,25.801109328866,5,4354.32,2,2,2,At Risk
34941,25.801109328866,5,4648.69,2,2,2,At Risk
41338,25.801109328866,5,4660.67,2,2,2,At Risk
34864,25.801109328866,5,4788.21,2,2,2,At Risk
15100,25.801109328866,5,4919.3,2,2,2,At Risk
43432,25.801109328866,5,4919.74,2,2,2,At Risk
33605,25.801109328866,5,4951.39,2,2,2,At Risk
13558,25.801109328866,5,4981.18,2,2,2,At Risk
20730,25.801109328866,5,5011.84,2,2,2,At Risk
24629,25.801109328866,5,5077.83,2,2,2,At Risk
22913,25.801109328866,5,5128.39,2,2,2,At Risk
29607,25.801109328866,5,5130.56,2,2,2,At Risk
42254,25.801109328866,5,5136.74,2,2,2,At Risk
18523,25.801109328866,5,5177.22,2,2,2,At Risk
16511,25.801109328866,5,5338.35,2,2,2,At Risk
19399,25.801109328866,5,5537.8,2,2,2,At Risk
44338,25.801109328866,5,5676.21,2,2,2,At Risk
15564,25.801109328866,5,5697.3,2,2,2,At Risk
14425,25.801109328866,5,5764.84,2,2,2,At Risk
1858,25.801109328866,5,5813.66,2,2,2,At Risk
30333,25.801109328866,5,5830.44,2,2,2,At Risk
8931,25.801109328866,5,5856.19,2,2,2,At Risk
9673,25.801109328866,5,5865.41,2,2,2,At Risk
1827,25.801109328866,5,5923.53,2,2,2,At Risk
7450,25.801109328866,5,6204.39,2,2,2,At Risk
5762,25.801109328866,5,6234.43,2,2,2,At Risk
49265,25.801109328866,5,6272.99,2,2,2,At Risk
27051,25.801109328866,5,6337.64,2,2,2,At Risk
11361,25.801109328866,5,6769.38,2,2,2,At Risk
17177,25.801109328866,5,6788.82,2,2,2,At Risk
31569,25.801109328866,5,6826.48,2,2,2,At Risk
25414,25.801109328866,5,6999.33,2,2,2,At Risk
2014,25.801109328866,5,7002.6,2,2,2,At Risk
38343,25.801109328866,5,7194.8,2,2,2,At Risk
33483,25.801109328866,5,8010.62,2,2,3,At Risk
28435,25.801109328866,6,3992.05,2,2,2,At Risk
8545,25.801109328866,6,4093.02,2,2,2,At Risk
29758,25.801109328866,6,4237.56,2,2,2,At Risk
9512,25.801109328866,6,4456.39,2,2,2,At Risk
32338,25.801109328866,6,4652.08,2,2,2,At Risk
24886,25.801109328866,6,4834.4,2,2,2,At Risk
31651,25.801109328866,6,4926.05,2,2,2,At Risk
10608,25.801109328866,6,4949.48,2,2,2,At Risk
32435,25.801109328866,6,5037.01,2,2,2,At Risk
18771,25.801109328866,6,5080.4,2,2,2,At Risk
49806,25.801109328866,6,5467.81,2,2,2,At Risk
48703,25.801109328866,6,5592.63,2,2,2,At Risk
24750,25.801109328866,6,6006.82,2,2,2,At Risk
33973,25.801109328866,6,6415.07,2,2,2,At Risk
23212,25.801109328866,6,6596.05,2,2,2,At Risk
33397,25.801109328866,6,6691.39,2,2,2,At Risk
20097,25.801109328866,6,7295.37,2,2,2,At Risk
47190,25.801109328866,6,7716.93,2,2,3,At Risk
3754,25.801109328866,6,7985.01,2,2,3,At Risk
7637,25.801109328866,7,4276.4,2,2,2,At Risk
7295,25.801109328866,7,5234.09,2,2,2,At Risk
11312,25.801109328866,7,5525.31,2,2,2,At Risk
33331,25.801109328866,7,6615.75,2,2,2,At Risk
11296,25.801109328866,7,6660.05,2,2,2,At Risk
17636,25.801109328866,7,6868.24,2,2,2,At Risk
42273,25.801109328866,7,6882.9,2,2,2,At Risk
32133,25.801109328866,7,6885.93,2,2,2,At Risk
544,25.801109328866,7,7136.37,2,2,2,At Risk
38153,25.801109328866,7,7335.41,2,2,2,At Risk
21817,25.801109328866,7,7341.11,2,2,2,At Risk
30937,25.801109328866,7,7467.55,2,2,2,At Risk
22705,25.801109328866,7,7542.57,2,2,2,At Risk
49576,25.801109328866,7,7573.98,2,2,2,At Risk
14716,25.801109328866,7,7591.19,2,2,2,At Risk
25640,25.801109328866,7,8085.56,2,2,3,At Risk
42782,25.801109328866,7,8785.16,2,2,3,At Risk
37039,25.801109328866,7,9463.4,2,2,3,At Risk
32812,25.801109328866,8,4704.58,2,2,2,At Risk
15916,25.801109328866,8,6222.08,2,3,2,Lost
31229,25.801109328866,8,6324.23,2,3,2,Lost
32676,25.801109328866,8,7158.54,2,3,2,Lost
10426,25.801109328866,8,7312.04,2,3,2,Lost
45747,25.801109328866,8,7558.27,2,3,2,Lost
2737,25.801109328866,8,8064.67,2,3,3,Lost
27738,25.801109328866,8,8092.72,2,3,3,Lost
5668,25.801109328866,8,8130.93,2,3,3,Lost
38185,25.801109328866,8,8199.71,2,3,3,Lost
28478,25.801109328866,8,8338.32,2,3,3,Lost
38177,25.801109328866,8,8358.53,2,3,3,Lost
15688,25.801109328866,8,8747.01,2,3,3,Lost
21747,25.801109328866,8,8772.97,2,3,3,Lost
49532,25.801109328866,8,8846.94,2,3,3,Lost
26669,25.801109328866,8,9560.8,2,3,3,Lost
24661,25.801109328866,8,9922.46,2,3,3,Lost
10979,25.801109328866,8,10270.45,2,3,3,Lost
27737,25.801109328866,8,11450.56,2,3,3,Lost
763,25.801109328866,9,5230.18,2,3,2,Lost
29637,25.801109328866,9,7543.26,2,3,2,Lost
8486,25.801109328866,9,8432.83,2,3,3,Lost
47840,25.801109328866,9,8685.29,2,3,3,Lost
5572,25.801109328866,9,9042.33,2,3,3,Lost
35036,25.801109328866,9,9509.52,2,3,3,Lost
48419,25.801109328866,9,9615.57,2,3,3,Lost
47048,25.801109328866,9,10454.74,2,3,3,Lost
753,25.801109328866,9,10713.15,2,3,3,Lost
11330,25.801109328866,9,10897.49,2,3,3,Lost
40700,25.801109328866,9,11213.53,2,3,3,Lost
14893,25.801109328866,10,5850.94,2,3,2,Lost
41234,25.801109328866,10,7038.52,2,3,2,Lost
42323,25.801109328866,10,7935.12,2,3,3,Lost
2753,25.801109328866,10,8764.91,2,3,3,Lost
41909,25.801109328866,10,9052.12,2,3,3,Lost
20803,25.801109328866,10,9325.79,2,3,3,Lost
42592,25.801109328866,10,9582.04,2,3,3,Lost
18870,25.801109328866,10,9911.91,2,3,3,Lost
25008,25.801109328866,10,10011.58,2,3,3,Lost
22403,25.801109328866,10,10217.84,2,3,3,Lost
47835,25.801109328866,10,11037.41,2,3,3,Lost
2914,25.801109328866,10,11079.81,2,3,3,Lost
32772,25.801109328866,10,12240.96,2,3,3,Lost
17478,25.801109328866,10,12246.07,2,3,3,Lost
17867,25.801109328866,10,12501.1,2,3,3,Lost
24554,25.801109328866,11,6865.61,2,3,2,Lost
26312,25.801109328866,11,8476.23,2,3,3,Lost
40484,25.801109328866,11,8680.42,2,3,3,Lost
745,25.801109328866,11,8768.32,2,3,3,Lost
8436,25.801109328866,11,8812.35,2,3,3,Lost
24893,25.801109328866,11,9275.39,2,3,3,Lost
23663,25.801109328866,11,9660.24,2,3,3,Lost
5206,25.801109328866,11,9977.2,2,3,3,Lost
43450,25.801109328866,11,10463.25,2,3,3,Lost
35972,25.801109328866,11,10891.01,2,3,3,Lost
29117,25.801109328866,11,11079.97,2,3,3,Lost
9381,25.801109328866,11,11151.51,2,3,3,Lost
6058,25.801109328866,11,11220.49,2,3,3,Lost
1742,25.801109328866,11,11479.86,2,3,3,Lost
9315,25.801109328866,11,11577.86,2,3,3,Lost
18679,25.801109328866,11,11745.41,2,3,3,Lost
10227,25.801109328866,11,11789.33,2,3,3,Lost
40032,25.801109328866,11,12413.09,2,3,3,Lost
47276,25.801109328866,11,12791.33,2,3,3,Lost
37156,25.801109328866,11,12940.33,2,3,3,Lost
27689,25.801109328866,11,13028.7,2,3,3,Lost
17759,25.801109328866,11,13042.55,2,3,3,Lost
31807,25.801109328866,11,13207.23,2,3,3,Lost
3575,25.801109328866,11,13214.44,2,3,3,Lost
4306,25.801109328866,11,14552.56,2,3,4,Lost
6278,25.801109328866,11,15182.56,2,3,4,Lost
24098,25.801109328866,12,7627.24,2,3,2,Lost
37498,25.801109328866,12,9337.76,2,3,3,Lost
15033,25.801109328866,12,10696.33,2,3,3,Lost
25460,25.801109328866,12,10770.57,2,3,3,Lost
11941,25.801109328866,12,11339.66,2,3,3,Lost
36208,25.801109328866,12,11709.43,2,3,3,Lost
242,25.801109328866,12,11766.19,2,3,3,Lost
10661,25.801109328866,12,11982.51,2,3,3,Lost
2114,25.801109328866,12,12135.59,2,3,3,Lost
18688,25.801109328866,12,12866.92,2,3,3,Lost
36579,25.801109328866,12,12871.41,2,3,3,Lost
26022,25.801109328866,12,13316.68,2,3,3,Lost
42350,25.801109328866,12,13391.06,2,3,3,Lost
29374,25.801109328866,12,13515.51,2,3,3,Lost
8781,25.801109328866,12,13907.46,2,3,3,Lost
42964,25.801109328866,12,14039.44,2,3,3,Lost
19138,25.801109328866,12,14489.52,2,3,4,Lost
4657,25.801109328866,12,15718.59,2,3,4,Lost
36275,25.801109328866,13,10194.29,2,3,3,Lost
23654,25.801109328866,13,10239.41,2,3,3,Lost
44325,25.801109328866,13,10298.23,2,3,3,Lost
21262,25.801109328866,13,10780.72,2,3,3,Lost
5628,25.801109328866,13,10837.44,2,3,3,Lost
35270,25.801109328866,13,11542.29,2,3,3,Lost
33842,25.801109328866,13,11620.76,2,3,3,Lost
23845,25.801109328866,13,11744.6,2,3,3,Lost
26547,25.801109328866,13,12138.11,2,3,3,Lost
14030,25.801109328866,13,12174.17,2,3,3,Lost
29763,25.801109328866,13,12303.22,2,3,3,Lost
12868,25.801109328866,13,12399.54,2,3,3,Lost
32410,25.801109328866,13,12651.22,2,3,3,Lost
48515,25.801109328866,13,12759.05,2,3,3,Lost
20679,25.801109328866,13,14041.19,2,3,3,Lost
23826,25.801109328866,13,14304.71,2,3,4,Lost
10835,25.801109328866,13,14383.12,2,3,4,Lost
48400,25.801109328866,13,14553.27,2,3,4,Lost
33288,25.801109328866,13,14662.98,2,3,4,Lost
28877,25.801109328866,13,14710.33,2,3,4,Lost
3707,25.801109328866,13,14962.25,2,3,4,Lost
32675,25.801109328866,13,17009.39,2,3,4,Lost
42565,25.801109328866,14,11644.39,2,3,3,Lost
17277,25.801109328866,14,12686.2,2,3,3,Lost
7931,25.801109328866,14,13177.93,2,3,3,Lost
17426,25.801109328866,14,13220.65,2,3,3,Lost
16817,25.801109328866,14,13591.58,2,3,3,Lost
45573,25.801109328866,14,14653.67,2,4,4,Loyal Users
48340,25.801109328866,14,15421.5,2,4,4,Loyal Users
25115,25.801109328866,14,15514.7,2,4,4,Loyal Users
13498,25.801109328866,14,16059.31,2,4,4,Loyal Users
35538,25.801109328866,14,16454.42,2,4,4,Loyal Users
32063,25.801109328866,14,16592.55,2,4,4,Loyal Users
7115,25.801109328866,14,16921.9,2,4,4,Loyal Users
12813,25.801109328866,14,17192.62,2,4,4,Loyal Users
18559,25.801109328866,15,12238.63,2,4,3,Lost
49973,25.801109328866,15,12770.34,2,4,3,Lost
30538,25.801109328866,15,13220.37,2,4,3,Lost
44968,25.801109328866,15,14872.91,2,4,4,Loyal Users
8196,25.801109328866,15,14945.66,2,4,4,Loyal Users
32066,25.801109328866,15,15176.52,2,4,4,Loyal Users
34355,25.801109328866,15,15193.68,2,4,4,Loyal Users
1917,25.801109328866,15,15404.85,2,4,4,Loyal Users
48789,25.801109328866,15,15635.98,2,4,4,Loyal Users
21298,25.801109328866,15,16044.63,2,4,4,Loyal Users
7518,25.801109328866,15,16069.78,2,4,4,Loyal Users
42714,25.801109328866,15,16435.2,2,4,4,Loyal Users
13133,25.801109328866,15,18271.86,2,4,4,Loyal Users
35949,25.801109328866,15,18642.98,2,4,4,Loyal Users
42030,25.801109328866,15,22364.84,2,4,5,Loyal Users
13005,25.801109328866,16,13271.51,2,4,3,Lost
20344,25.801109328866,16,13536.86,2,4,3,Lost
15994,25.801109328866,16,14085.64,2,4,3,Lost
29240,25.801109328866,16,14669.57,2,4,4,Loyal Users
47825,25.801109328866,16,14786.66,2,4,4,Loyal Users
25284,25.801109328866,16,14829.4,2,4,4,Loyal Users
12929,25.801109328866,16,14894.92,2,4,4,Loyal Users
46763,25.801109328866,16,16296.31,2,4,4,Loyal Users
44788,25.801109328866,16,16730.95,2,4,4,Loyal Users
34478,25.801109328866,16,16747.27,2,4,4,Loyal Users
47810,25.801109328866,16,16878.63,2,4,4,Loyal Users
43635,25.801109328866,16,17437.43,2,4,4,Loyal Users
10275,25.801109328866,16,17899.72,2,4,4,Loyal Users
32364,25.801109328866,16,21960.32,2,4,5,Loyal Users
30227,25.801109328866,17,13197.11,2,4,3,Lost
43983,25.801109328866,17,14463.17,2,4,4,Loyal Users
40327,25.801109328866,17,15559.38,2,4,4,Loyal Users
41733,25.801109328866,17,16347.34,2,4,4,Loyal Users
28281,25.801109328866,17,17583.51,2,4,4,Loyal Users
8694,25.801109328866,17,18222.99,2,4,4,Loyal Users
30978,25.801109328866,17,18772.82,2,4,4,Loyal Users
18126,25.801109328866,17,18877.95,2,4,4,Loyal Users
48984,25.801109328866,17,21638.76,2,4,4,Loyal Users
12227,25.801109328866,18,11444.31,2,4,3,Lost
40896,25.801109328866,18,15964.01,2,4,4,Loyal Users
22170,25.801109328866,18,15965.0,2,4,4,Loyal Users
12906,25.801109328866,18,16589.34,2,4,4,Loyal Users
31552,25.801109328866,18,17124.04,2,4,4,Loyal Users
16128,25.801109328866,18,18258.6,2,4,4,Loyal Users
18364,25.801109328866,18,19354.76,2,4,4,Loyal Users
45497,25.801109328866,18,19496.26,2,4,4,Loyal Users
10745,25.801109328866,18,19755.06,2,4,4,Loyal Users
43616,25.801109328866,18,20303.05,2,4,4,Loyal Users
29372,25.801109328866,18,20430.19,2,4,4,Loyal Users
27691,25.801109328866,18,21254.46,2,4,4,Loyal Users
19356,25.801109328866,19,14543.12,2,4,4,Loyal Users
16934,25.801109328866,19,16836.85,2,4,4,Loyal Users
19303,25.801109328866,19,17624.07,2,4,4,Loyal Users
20158,25.801109328866,19,17735.94,2,4,4,Loyal Users
8297,25.801109328866,19,17867.41,2,4,4,Loyal Users
42338,25.801109328866,19,18901.04,2,4,4,Loyal Users
2432,25.801109328866,19,21305.35,2,4,4,Loyal Users
40744,25.801109328866,19,21499.98,2,4,4,Loyal Users
7120,25.801109328866,19,24944.13,2,4,5,Loyal Users
20049,25.801109328866,20,14519.96,2,4,4,Loyal Users
6333,25.801109328866,20,15053.15,2,4,4,Loyal Users
2764,25.801109328866,20,17122.52,2,4,4,Loyal Users
25410,25.801109328866,20,18619.27,2,4,4,Loyal Users
46110,25.801109328866,20,19182.47,2,4,4,Loyal Users
15613,25.801109328866,20,25152.22,2,5,5,Loyal Users
43129,25.801109328866,21,20806.55,2,5,4,Loyal Users
47821,25.801109328866,21,21570.83,2,5,4,Loyal Users
40391,25.801109328866,22,21137.94,2,5,4,Loyal Users
46066,25.801109328866,22,22204.33,2,5,5,Loyal Users
20205,25.801109328866,23,22108.04,2,5,5,Loyal Users
43447,25.801109328866,23,22367.75,2,5,5,Loyal Users
39052,25.801109328866,23,24324.19,2,5,5,Loyal Users
47267,25.801109328866,24,21179.41,2,5,4,Loyal Users
73,25.801109328866,24,21823.94,2,5,4,Loyal Users
39130,25.801109328866,25,24309.95,2,5,5,Loyal Users
1574,25.801109328866,26,24201.36,2,5,5,Loyal Users
20135,25.801109328866,26,26803.17,2,5,5,Loyal Users
33353,25.801109328866,27,28608.58,2,5,5,Loyal Users
31833,25.801109328866,28,31914.95,2,5,5,Loyal Users
12332,25.801109328866,29,27722.4,2,5,5,Loyal Users
16921,25.801109328866,30,34663.22,2,5,5,Loyal Users
11225,25.801109328866,31,35112.7,2,5,5,Loyal Users
2212,25.801109328866,31,36135.69,2,5,5,Loyal Users
11179,25.801109328866,32,32105.87,2,5,5,Loyal Users
38566,25.801109328866,32,37185.44,2,5,5,Loyal Users
34452,25.801109328866,34,33045.66,2,5,5,Loyal Users
38585,25.801109328866,34,37476.94,2,5,5,Loyal Users
3420,25.801109328866,35,38119.0,2,5,5,Loyal Users
21671,25.801109328866,36,31892.38,2,5,5,Loyal Users
35650,25.801109328866,36,40526.41,2,5,5,Loyal Users
18291,25.801109328866,39,40372.17,2,5,5,Loyal Users
22737,25.801109328866,43,35959.0,2,5,5,Loyal Users
14285,25.801109328866,44,46380.32,2,5,5,Loyal Users
17888,25.801109328866,45,49960.27,2,5,5,Loyal Users
17685,25.801109328866,48,45656.45,2,5,5,Loyal Users
6566,24.801109328866,1,162.01,2,1,1,At Risk
39068,24.801109328866,1,261.27,2,1,1,At Risk
15455,24.801109328866,1,279.85,2,1,1,At Risk
24637,24.801109328866,1,531.51,2,1,1,At Risk
7558,24.801109328866,1,656.76,2,1,1,At Risk
44650,24.801109328866,1,678.58,2,1,1,At Risk
21720,24.801109328866,1,710.02,2,1,1,At Risk
44061,24.801109328866,1,739.22,2,1,1,At Risk
12021,24.801109328866,1,823.04,2,1,1,At Risk
28327,24.801109328866,1,835.59,2,1,1,At Risk
42762,24.801109328866,1,1104.53,2,1,1,At Risk
6993,24.801109328866,1,1314.41,2,1,1,At Risk
3094,24.801109328866,1,1570.87,2,1,1,At Risk
2437,24.801109328866,1,1651.1,2,1,1,At Risk
45935,24.801109328866,1,1740.76,2,1,1,At Risk
3897,24.801109328866,1,1813.09,2,1,1,At Risk
2188,24.801109328866,1,1842.53,2,1,1,At Risk
3498,24.801109328866,1,1903.32,2,1,1,At Risk
2391,24.801109328866,2,363.9,2,1,1,At Risk
18836,24.801109328866,2,755.45,2,1,1,At Risk
43277,24.801109328866,2,783.87,2,1,1,At Risk
865,24.801109328866,2,802.54,2,1,1,At Risk
24812,24.801109328866,2,1007.56,2,1,1,At Risk
32484,24.801109328866,2,1048.97,2,1,1,At Risk
13848,24.801109328866,2,1154.49,2,1,1,At Risk
3854,24.801109328866,2,1240.64,2,1,1,At Risk
6550,24.801109328866,2,1345.41,2,1,1,At Risk
19129,24.801109328866,2,1442.33,2,1,1,At Risk
32968,24.801109328866,2,1442.34,2,1,1,At Risk
37522,24.801109328866,2,1587.94,2,1,1,At Risk
42580,24.801109328866,2,1591.48,2,1,1,At Risk
12832,24.801109328866,2,1855.41,2,1,1,At Risk
45277,24.801109328866,2,1900.15,2,1,1,At Risk
6279,24.801109328866,2,1960.37,2,1,1,At Risk
3289,24.801109328866,2,1975.07,2,1,1,At Risk
5977,24.801109328866,2,2059.07,2,1,1,At Risk
7501,24.801109328866,2,2237.55,2,1,1,At Risk
35697,24.801109328866,2,2291.37,2,1,1,At Risk
29619,24.801109328866,2,2339.76,2,1,1,At Risk
26774,24.801109328866,2,2371.5,2,1,1,At Risk
5856,24.801109328866,2,2486.5,2,1,1,At Risk
31882,24.801109328866,2,2491.43,2,1,1,At Risk
6947,24.801109328866,2,2592.73,2,1,1,At Risk
46272,24.801109328866,2,2609.33,2,1,1,At Risk
47,24.801109328866,2,2618.01,2,1,1,At Risk
19628,24.801109328866,2,2670.62,2,1,1,At Risk
10376,24.801109328866,2,2692.76,2,1,1,At Risk
11704,24.801109328866,2,2879.25,2,1,1,At Risk
1304,24.801109328866,2,3046.85,2,1,1,At Risk
26185,24.801109328866,2,3079.24,2,1,1,At Risk
14101,24.801109328866,3,959.66,2,1,1,At Risk
13293,24.801109328866,3,1470.09,2,1,1,At Risk
23929,24.801109328866,3,1642.58,2,1,1,At Risk
27713,24.801109328866,3,2409.68,2,1,1,At Risk
20765,24.801109328866,3,2572.34,2,1,1,At Risk
44003,24.801109328866,3,2684.12,2,1,1,At Risk
5844,24.801109328866,3,2713.35,2,1,1,At Risk
2461,24.801109328866,3,2718.53,2,1,1,At Risk
35283,24.801109328866,3,2823.81,2,1,1,At Risk
37399,24.801109328866,3,2906.95,2,1,1,At Risk
31694,24.801109328866,3,2996.29,2,1,1,At Risk
17156,24.801109328866,3,3005.13,2,1,1,At Risk
23977,24.801109328866,3,3085.57,2,1,1,At Risk
24114,24.801109328866,3,3085.62,2,1,1,At Risk
48551,24.801109328866,3,3107.24,2,1,1,At Risk
44594,24.801109328866,3,3166.54,2,1,1,At Risk
3426,24.801109328866,3,3369.64,2,1,1,At Risk
1716,24.801109328866,3,3427.16,2,1,1,At Risk
33429,24.801109328866,3,3481.02,2,1,1,At Risk
40049,24.801109328866,3,3548.6,2,1,1,At Risk
47834,24.801109328866,3,3608.3,2,1,1,At Risk
49299,24.801109328866,3,3790.96,2,1,2,At Risk
11376,24.801109328866,3,3857.2,2,1,2,At Risk
46669,24.801109328866,3,3872.55,2,1,2,At Risk
13669,24.801109328866,3,3969.18,2,1,2,At Risk
7699,24.801109328866,3,4052.19,2,1,2,At Risk
5751,24.801109328866,3,4229.68,2,1,2,At Risk
31246,24.801109328866,3,4302.59,2,1,2,At Risk
1683,24.801109328866,3,4326.13,2,1,2,At Risk
43594,24.801109328866,3,4523.43,2,1,2,At Risk
37143,24.801109328866,3,4675.28,2,1,2,At Risk
21739,24.801109328866,3,4681.59,2,1,2,At Risk
26336,24.801109328866,3,4785.79,2,1,2,At Risk
42081,24.801109328866,3,4901.47,2,1,2,At Risk
37212,24.801109328866,4,2195.32,2,1,1,At Risk
20835,24.801109328866,4,2323.37,2,1,1,At Risk
29145,24.801109328866,4,2479.65,2,1,1,At Risk
19406,24.801109328866,4,2519.34,2,1,1,At Risk
42396,24.801109328866,4,2655.29,2,1,1,At Risk
17677,24.801109328866,4,2700.42,2,1,1,At Risk
34163,24.801109328866,4,3119.0,2,1,1,At Risk
2711,24.801109328866,4,3122.26,2,1,1,At Risk
42740,24.801109328866,4,3161.91,2,1,1,At Risk
24669,24.801109328866,4,3249.9,2,1,1,At Risk
46335,24.801109328866,4,3538.8,2,2,1,At Risk
40310,24.801109328866,4,3563.99,2,2,1,At Risk
48896,24.801109328866,4,3603.17,2,2,1,At Risk
41759,24.801109328866,4,3684.3,2,2,2,At Risk
18932,24.801109328866,4,3731.72,2,2,2,At Risk
37862,24.801109328866,4,3776.6,2,2,2,At Risk
943,24.801109328866,4,3857.85,2,2,2,At Risk
24869,24.801109328866,4,3918.93,2,2,2,At Risk
40888,24.801109328866,4,3938.81,2,2,2,At Risk
49349,24.801109328866,4,3970.87,2,2,2,At Risk
26854,24.801109328866,4,3992.57,2,2,2,At Risk
21429,24.801109328866,4,4055.87,2,2,2,At Risk
17236,24.801109328866,4,4127.39,2,2,2,At Risk
39461,24.801109328866,4,4139.99,2,2,2,At Risk
31984,24.801109328866,4,4148.85,2,2,2,At Risk
26615,24.801109328866,4,4155.65,2,2,2,At Risk
25401,24.801109328866,4,4207.76,2,2,2,At Risk
23078,24.801109328866,4,4218.51,2,2,2,At Risk
23201,24.801109328866,4,4331.29,2,2,2,At Risk
19527,24.801109328866,4,4371.3,2,2,2,At Risk
12794,24.801109328866,4,4391.48,2,2,2,At Risk
32910,24.801109328866,4,4539.35,2,2,2,At Risk
24486,24.801109328866,4,4539.77,2,2,2,At Risk
23499,24.801109328866,4,4562.66,2,2,2,At Risk
13171,24.801109328866,4,4676.25,2,2,2,At Risk
42768,24.801109328866,4,4728.58,2,2,2,At Risk
383,24.801109328866,4,4815.05,2,2,2,At Risk
31362,24.801109328866,4,4875.02,2,2,2,At Risk
31200,24.801109328866,4,4950.52,2,2,2,At Risk
47196,24.801109328866,4,4951.32,2,2,2,At Risk
40773,24.801109328866,4,4971.61,2,2,2,At Risk
29304,24.801109328866,4,5301.08,2,2,2,At Risk
25561,24.801109328866,4,5610.84,2,2,2,At Risk
8570,24.801109328866,4,5629.57,2,2,2,At Risk
36110,24.801109328866,5,2067.6,2,2,1,At Risk
39260,24.801109328866,5,3300.46,2,2,1,At Risk
26148,24.801109328866,5,3766.27,2,2,2,At Risk
32010,24.801109328866,5,3869.01,2,2,2,At Risk
35888,24.801109328866,5,4012.7,2,2,2,At Risk
35910,24.801109328866,5,4021.05,2,2,2,At Risk
20416,24.801109328866,5,4395.58,2,2,2,At Risk
744,24.801109328866,5,4579.2,2,2,2,At Risk
13101,24.801109328866,5,4630.91,2,2,2,At Risk
7047,24.801109328866,5,4726.17,2,2,2,At Risk
15104,24.801109328866,5,4863.7,2,2,2,At Risk
49919,24.801109328866,5,4881.88,2,2,2,At Risk
48088,24.801109328866,5,4939.95,2,2,2,At Risk
31124,24.801109328866,5,4955.25,2,2,2,At Risk
8116,24.801109328866,5,5011.11,2,2,2,At Risk
26678,24.801109328866,5,5070.05,2,2,2,At Risk
18228,24.801109328866,5,5179.26,2,2,2,At Risk
47005,24.801109328866,5,5301.92,2,2,2,At Risk
23105,24.801109328866,5,5360.07,2,2,2,At Risk
16625,24.801109328866,5,5407.65,2,2,2,At Risk
25337,24.801109328866,5,5459.75,2,2,2,At Risk
36587,24.801109328866,5,5485.92,2,2,2,At Risk
24243,24.801109328866,5,5500.92,2,2,2,At Risk
32460,24.801109328866,5,5514.11,2,2,2,At Risk
31364,24.801109328866,5,5536.26,2,2,2,At Risk
31206,24.801109328866,5,5547.43,2,2,2,At Risk
16803,24.801109328866,5,5614.4,2,2,2,At Risk
18724,24.801109328866,5,5641.69,2,2,2,At Risk
13615,24.801109328866,5,5642.12,2,2,2,At Risk
42285,24.801109328866,5,5644.85,2,2,2,At Risk
32046,24.801109328866,5,5720.39,2,2,2,At Risk
48167,24.801109328866,5,5790.07,2,2,2,At Risk
1584,24.801109328866,5,5822.42,2,2,2,At Risk
14598,24.801109328866,5,5855.86,2,2,2,At Risk
7027,24.801109328866,5,5982.61,2,2,2,At Risk
16025,24.801109328866,5,5988.9,2,2,2,At Risk
16643,24.801109328866,5,5991.08,2,2,2,At Risk
38653,24.801109328866,5,6018.06,2,2,2,At Risk
2046,24.801109328866,5,6081.23,2,2,2,At Risk
28935,24.801109328866,5,6093.61,2,2,2,At Risk
16939,24.801109328866,5,6144.1,2,2,2,At Risk
10074,24.801109328866,5,6175.39,2,2,2,At Risk
23013,24.801109328866,5,6201.17,2,2,2,At Risk
25825,24.801109328866,5,6224.47,2,2,2,At Risk
42002,24.801109328866,5,6343.65,2,2,2,At Risk
32932,24.801109328866,5,6431.22,2,2,2,At Risk
23197,24.801109328866,5,6531.04,2,2,2,At Risk
48882,24.801109328866,5,6557.88,2,2,2,At Risk
3147,24.801109328866,5,6580.19,2,2,2,At Risk
586,24.801109328866,5,6595.91,2,2,2,At Risk
40304,24.801109328866,5,6600.57,2,2,2,At Risk
18292,24.801109328866,5,6838.27,2,2,2,At Risk
47440,24.801109328866,5,7192.69,2,2,2,At Risk
21011,24.801109328866,5,7480.72,2,2,2,At Risk
10704,24.801109328866,6,3546.56,2,2,1,At Risk
